fold,n_features,rmse,mae,mape,r2
1,11,1245.9674693725453,772.8445121275889,7.371627767738211,0.8820982770780781
2,10,847.6628978265485,499.38770891506664,5.44235858867123,0.9194835199060921
3,10,812.4061826022175,471.00883954732865,5.025750123465959,0.9263607931351522
4,10,1205.010243601902,673.9768854447267,6.556001256644627,0.8878879970174007
5,10,1041.5155796796903,610.972364819199,6.296935648134965,0.8788417335328684
