fold,n_features,rmse,mae,mape,r2
1,11,1655.9861505668048,774.3518296713598,7.312250566469211,0.7917331516141677
2,10,1269.3070967609885,652.6190267236091,7.017134358737612,0.8194606609614535
3,10,1401.252883202227,677.2044693357251,7.233169554432137,0.7809235468840272
4,10,1569.7972646260962,863.3185041853978,8.664134535568436,0.8097354973994573
5,10,1522.8963285282593,804.6240618122787,8.31573154907384,0.7409627692772951
