fold,n_features,rmse,mae,mape,r2
1,11,1272.7880390496118,781.0256458151737,7.389006279448945,0.8769677645100872
2,10,853.1852709212748,500.2157722974474,5.419478967243354,0.9184310014428403
3,10,809.3792442799137,472.53667440756175,5.035964134958384,0.9269085144322258
4,10,1200.0099588709377,673.5797494365959,6.548888304490832,0.8888165016993942
5,10,1039.464373150181,604.0907169325453,6.228471210388824,0.879318492418488
