fold,n_features,rmse,mae,mape,r2
1,11,853.7842207356764,467.3151202386326,4.9536180009733055,0.9446391190218439
2,10,736.4082865656264,474.78562207562925,5.5478048830957345,0.9392318849364267
3,10,766.0501432931134,470.3031408851615,5.3799920321181975,0.934524766046584
4,10,1069.9382140565574,629.322922696549,6.654490830495287,0.9116130734979491
5,10,858.4524032206642,564.3372697437202,6.313953695337041,0.9176897443168792
