fold,n_features,rmse,mae,mape,r2
1,11,1245.9674693725456,772.8445121275888,7.371627767738211,0.882098277078078
2,10,847.6628978265485,499.3877089150667,5.442358588671231,0.9194835199060922
3,10,812.4061826022177,471.00883954732853,5.025750123465957,0.9263607931351522
4,10,1205.010243601902,673.9768854447269,6.5560012566446275,0.8878879970174007
5,10,1041.5155796796903,610.972364819199,6.296935648134963,0.8788417335328684
