fold,n_features,rmse,mae,mape,r2
1,11,1271.4204590166073,781.7663975751592,7.38179794817204,0.8772320128056028
2,10,853.0114836522072,504.304777076887,5.507485905712848,0.9184642280121381
3,10,810.9706423346663,474.9891573676116,5.071585244027294,0.9266208075249664
4,10,1201.6606639757933,676.7573711540194,6.569959976284571,0.8885104085750601
5,10,1034.9029851146552,605.6034179325776,6.2588100266798286,0.8803753201436187
