fold,n_features,rmse,mae,mape,r2
1,11,826.3048325048849,447.7104340801439,4.751570089659523,0.9481453950813854
2,10,739.0780580921785,464.0047929913417,5.488846907937554,0.9387904692899032
3,10,739.2610914738543,466.25197148838544,5.372887290961876,0.9390240800977558
4,10,1059.7148861401738,617.0044609887605,6.4973254073958655,0.913294089285098
5,10,897.9327668889999,567.300647786696,6.388284229603977,0.9099447266061601
