Time,electricity_demand_values,air_pressure,solar_irridiation_positive,total_cloud_cover_percent,wind_speed_range,Wind scale 2,Wind scale 3,huimidity_Comfort,huimidity_Uncomfortable Dry,huimidity_Uncomfortable Wet,temp_0_10,temp_10_20,temp_20_30,temp_30_40,temp_minus_10_0,Is_Weekday_0,Is_Weekday_1,Is_Weekday_2,Is_Weekday_3,Is_Weekday_4,Is_Weekday_5,Is_Weekday_6,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12
2010-12-01,8549.852210985733,732.0416666666666,492.61538461538464,0.21875,5.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-02,7910.87039766548,729.5833333333334,502.0,0.14583333333333334,11.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-03,8758.89502825261,732.6875,441.7692307692308,0.1875,10.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-04,10013.06699041291,734.0875,501.7692307692308,0.2916666666666667,9.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-05,10694.276860708209,736.9166666666666,481.38461538461536,0.0625,14.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-06,9259.91103386181,730.2875,531.0769230769231,0.052083333333333336,7.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-07,9791.060912291,736.9250000000001,525.7692307692307,0.22916666666666666,8.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-08,9338.5042174995,730.4458333333333,492.84615384615387,0.46875,9.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-09,8722.556862922609,730.8000000000001,486.6923076923077,0.3125,5.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-10,8308.70141958097,733.2541666666666,530.6153846153846,0.4895833333333333,14.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-11,9378.02144324851,734.4916666666667,440.38461538461536,0.17708333333333334,11.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-12,9235.271622949951,732.1750000000001,571.7692307692307,0.13541666666666666,12.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-13,9989.50667663701,731.525,484.61538461538464,0.10416666666666667,10.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-14,10497.5486717205,734.0916666666667,482.53846153846155,0.2604166666666667,10.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-15,9372.873155146399,734.0833333333334,429.84615384615387,0.3854166666666667,11.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-16,9642.00654253541,733.5416666666666,512.1538461538462,0.65625,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-17,10833.62618438221,733.0458333333332,518.9230769230769,0.3645833333333333,9.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-18,9970.86688642421,731.0333333333333,520.7692307692307,0.3333333333333333,9.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-19,10241.88712747591,737.1166666666667,509.53846153846155,0.4479166666666667,7.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-20,11797.29691677931,736.3291666666668,513.5384615384615,0.6041666666666666,8.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-21,13452.7904678634,739.4916666666667,459.7692307692308,0.2916666666666667,11.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-22,11181.0210461604,734.7958333333332,478.6923076923077,0.13541666666666666,10.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-23,10796.11641764091,738.7833333333333,469.0,0.2916666666666667,8.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-24,12622.09225353671,737.625,484.38461538461536,0.3229166666666667,11.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-25,11655.26049163131,737.7125,451.6923076923077,0.6979166666666666,9.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-26,11482.22061369631,731.7791666666667,483.84615384615387,0.40932916410116893,7.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-27,12137.03852361761,735.9499999999999,426.38461538461536,0.5625,8.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-28,12442.4590901185,734.6166666666667,437.84615384615387,0.3020833333333333,8.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-29,11232.1197901987,743.9375,425.0769230769231,0.4375,11.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-30,10589.90059996241,734.8958333333334,492.3076923076923,0.3229166666666667,12.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2010-12-31,10955.037303611909,738.7375000000001,466.7692307692308,0.11458333333333333,8.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-01-01,11930.36496185296,732.5291666666667,444.61538461538464,0.041666666666666664,8.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-02,10484.14037111416,733.1916666666666,477.15384615384613,0.2916666666666667,9.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-03,10891.85717628736,742.1291666666666,529.3846153846154,0.17708333333333334,8.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-04,10307.04930452527,735.3541666666666,489.61538461538464,0.2604166666666667,7.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-05,10378.23601643467,735.6916666666666,423.7692307692308,0.17708333333333334,9.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-06,9503.51487383836,735.5541666666667,430.0,0.25,9.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-07,10390.45328458756,733.4333333333334,481.7692307692308,0.3333333333333333,13.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-08,11204.54219637436,733.5333333333333,443.61538461538464,0.3541666666666667,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-09,11443.62072094116,741.5791666666668,479.9230769230769,0.125,13.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-10,11453.32812504826,739.525,471.2307692307692,0.5833333333333334,10.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-11,10669.86892108637,739.6333333333333,447.6923076923077,0.15625,8.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-12,10363.42324677447,735.2333333333332,501.7692307692308,0.6354166666666666,9.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-13,10089.87041702796,731.1999999999999,481.15384615384613,0.08333333333333333,10.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-14,8972.77216965356,735.0875,500.0769230769231,0.0625,7.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-15,8686.54481094576,735.2541666666666,477.38461538461536,0.21875,13.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-16,9138.98130044166,734.1708333333332,473.2307692307692,0.28125,6.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-17,8285.36675752069,730.6083333333332,492.53846153846155,0.20833333333333334,9.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-18,7997.0202318485,733.125,478.0,0.4583333333333333,6.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-19,7565.65447458174,735.9916666666667,456.9230769230769,0.28125,9.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-20,7654.83325473426,733.9125,482.0769230769231,0.08333333333333333,10.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-21,8982.99683894386,735.7791666666667,448.0,0.16666666666666666,8.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-22,10030.90963216496,732.5666666666666,489.46153846153845,0.2947458307678356,7.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-23,9883.72580415116,732.8208333333333,516.3076923076923,0.23958333333333334,8.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-24,10805.23851561036,731.9833333333332,423.0769230769231,0.21875,8.0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-25,11159.99748946747,731.4208333333332,449.7692307692308,0.2604166666666667,6.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-26,10832.65752766717,733.5041666666666,493.0,0.21875,8.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-27,10723.556053271659,735.475,497.9230769230769,0.15625,9.0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-28,9794.755006175159,735.1875,482.61538461538464,0.09375,8.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-29,7092.364678775438,732.5041666666666,485.46153846153845,0.10416666666666667,8.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-30,7261.39657318134,733.1916666666666,462.84615384615387,0.1875,7.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2011-01-31,7553.32816382883,733.3666666666667,461.38461538461536,0.16666666666666666,7.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-02-01,7534.57311088933,735.625,502.2307692307692,0.09375,5.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-02,6675.4407326385935,729.4083333333333,457.7692307692308,0.13541666666666666,12.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-03,7787.6335582333895,731.1791666666667,506.61538461538464,0.2916666666666667,10.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-04,7975.817232431889,735.7708333333334,455.7692307692308,0.3645833333333333,10.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-05,8162.84652919209,731.7291666666666,450.53846153846155,0.5416666666666666,7.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-06,8408.35803487109,731.1,469.53846153846155,0.3541666666666667,10.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-07,8114.51161727424,729.6583333333333,457.9230769230769,0.4791666666666667,10.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-08,8507.40065481788,730.35,469.84615384615387,0.20833333333333334,12.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-09,9360.17496426188,733.1291666666666,484.84615384615387,0.47182916410116893,9.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-10,8332.13975979279,731.6083333333332,465.84615384615387,0.5520833333333334,8.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-11,7697.16439373439,731.0333333333333,457.53846153846155,0.4583333333333333,10.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-12,8054.67118341879,732.9791666666666,376.15384615384613,0.46875,8.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-13,8748.86199556469,731.8000000000001,488.6923076923077,0.2916666666666667,12.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-14,8177.33496496069,729.3166666666666,454.53846153846155,0.2916666666666667,14.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-15,8214.38139089378,733.3708333333334,484.15384615384613,0.3541666666666667,10.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-16,7700.9985084921,737.1791666666667,505.2307692307692,0.2916666666666667,12.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-17,7018.16581093218,737.475,471.6923076923077,0.15625,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-18,8465.95081385069,741.4791666666666,505.6923076923077,0.0625,8.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-19,8648.69430526889,734.6958333333333,498.7692307692308,0.5625,15.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-20,7439.76700790771,738.25,463.6923076923077,0.17708333333333334,10.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-21,6774.8812435112795,737.8000000000001,517.7692307692307,0.6875,11.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-22,6620.35875295457,735.0749999999999,498.9230769230769,0.3333333333333333,16.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-23,6680.2984664928,733.1,469.3076923076923,0.4479166666666667,7.0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-24,6300.393842853346,740.6708333333332,463.9230769230769,0.5208333333333334,9.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-25,6110.376874440762,731.1,505.6923076923077,0.2708333333333333,9.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-26,6546.405786224399,737.225,473.15384615384613,0.17708333333333334,13.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-27,7227.76435565605,736.8833333333333,452.3076923076923,0.1875,10.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2011-02-28,7366.67010394962,737.6750000000001,471.2307692307692,0.5,14.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011-03-01,6440.5775180498,742.1083333333332,522.9230769230769,0.8333333333333334,10.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-02,6052.432419838348,741.85,462.0769230769231,0.4791666666666667,6.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-03,5669.879806866032,733.2875,520.6153846153846,0.0,8.0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-04,5850.907099539667,736.8625000000001,465.0769230769231,0.5,8.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-05,6272.95416471239,733.9708333333333,497.46153846153845,0.65625,12.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-06,6166.023523794866,735.9416666666666,457.46153846153845,0.08333333333333333,8.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-07,6225.98800611427,736.9833333333332,434.38461538461536,0.28125,10.0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-08,5935.943839322785,737.2041666666668,451.38461538461536,0.3854166666666667,15.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-09,6294.0009153833935,740.775,536.3846153846154,0.5520833333333334,8.0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-10,6516.803991384971,729.65,429.7692307692308,0.10416666666666667,8.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-11,6895.50526732005,735.3833333333333,469.61538461538464,0.07291666666666667,12.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-12,6724.732076859881,739.1791666666667,471.6923076923077,0.125,9.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-13,6539.10951863528,742.5291666666667,486.0769230769231,0.5416666666666666,13.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-14,6474.487556213197,732.5875,500.15384615384613,0.28125,7.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-15,7088.22039325119,733.7041666666668,459.53846153846155,0.2604166666666667,8.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-16,8089.65144368107,737.3708333333334,464.2307692307692,0.3541666666666667,8.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-17,7399.34739628819,742.2416666666667,532.2307692307693,0.7604166666666666,10.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-18,7136.15699889619,733.3166666666666,438.61538461538464,0.6145833333333334,13.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-19,6670.8789658490305,731.5500000000001,482.46153846153845,0.375,7.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-20,6547.628576807283,735.8375,496.38461538461536,0.19791666666666666,7.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-21,6010.76808529948,734.5958333333333,486.84615384615387,0.6979166666666666,12.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-22,5784.197133784765,733.1208333333334,457.46153846153845,0.2916666666666667,8.0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-23,6496.270387417858,734.9375,490.9230769230769,0.4895833333333333,7.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-24,6743.959051106237,734.8874999999999,441.2307692307692,0.78125,7.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-25,6589.316692962601,732.7791666666667,495.53846153846155,0.22916666666666666,8.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-26,6227.519894158807,732.4291666666667,473.0,0.0625,8.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-27,6546.8423795623,734.8291666666668,522.7692307692307,0.19791666666666666,13.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-28,6840.43072098261,733.5458333333332,453.38461538461536,0.3229166666666667,7.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-29,6489.51743304217,734.5291666666667,457.9230769230769,0.2708333333333333,9.0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-30,6353.84230051529,734.8000000000001,472.61538461538464,0.21875,6.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-03-31,6109.628950353738,734.9041666666667,528.0,0.28125,9.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-04-01,6279.198958623905,731.5458333333332,413.0,0.17708333333333334,7.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-02,5783.498295845973,734.1750000000001,439.61538461538464,0.3125,6.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-03,5998.44626536763,737.125,505.61538461538464,0.2604166666666667,7.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-04,6329.724535904829,734.0124999999999,446.2307692307692,0.10416666666666667,9.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-05,6203.632748385549,731.3666666666667,505.3076923076923,0.13541666666666666,8.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-06,6244.81478812208,731.1333333333333,471.7692307692308,0.4375,16.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-07,5660.637203432659,732.0708333333333,515.5384615384615,0.2708333333333333,9.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-08,5434.880472753386,731.0083333333333,440.38461538461536,0.3229166666666667,18.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-09,5513.02367093614,731.8291666666668,511.7692307692308,0.14583333333333334,9.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-10,6725.86500239597,728.8958333333334,455.46153846153845,0.07291666666666667,7.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-11,6603.14386231366,734.2249999999999,492.61538461538464,0.3125,7.0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-12,6596.682221773054,731.4916666666667,473.46153846153845,0.34375,8.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-13,6595.24512708727,732.4,513.9230769230769,0.15625,10.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-14,6022.98967984267,734.0541666666667,464.84615384615387,0.3333333333333333,10.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-15,5506.39329440176,735.5875,457.46153846153845,0.3125,11.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2011-04-16,5315.32607600017,737.4041666666667,480.6923076923077,0.4270833333333333,9.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
