fold,n_features,rmse,mae,mape,r2
1,11,1272.788039049612,781.0256458151737,7.389006279448945,0.8769677645100871
2,10,853.1852709212748,500.2157722974475,5.4194789672433545,0.9184310014428403
3,10,809.3792442799137,472.53667440756186,5.035964134958384,0.9269085144322258
4,10,1200.009958870938,673.5797494365961,6.548888304490835,0.8888165016993941
5,10,1039.4643731501812,604.0907169325454,6.228471210388826,0.879318492418488
