fold,n_features,rmse,mae,mape,r2
1,11,1272.7880390496118,781.0256458151737,7.389006279448945,0.8769677645100872
2,10,853.1852709212749,500.2157722974476,5.419478967243355,0.9184310014428402
3,10,809.3792442799138,472.53667440756175,5.035964134958385,0.9269085144322257
4,10,1200.0099588709381,673.5797494365961,6.548888304490835,0.8888165016993941
5,10,1039.4643731501812,604.0907169325455,6.228471210388826,0.879318492418488
